"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age","semester","LCT_Form","LCT_Score","MTELP_Form","MTELP_I","MTELP_II","MTELP_III","MTELP_Conv_Score","Writing_Sample"
"323","ca0",6,0,"Female",1982,"Thai","Thai;English","Thai","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Thai;Practiced reading aloud;Wrote paragrphs/essays","English","more than 5 years","no","Studied by myself","","","no","","475;476;477;478;479","more than 5 years","1-2 years",26,"2009_spring",1,24,"Q",24,25,13,78,3.4
"324","ca4",112,0,"Male",1968,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","162;173;184;195;206;276;287;298;320;348;349;350;351;352","more than 5 years","1-2 years",38,"2007_spring",1,23,"R",22,25,14,77,3.8
"325","ca5",40,17,"Male",1997,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary","","","no","","","","no","","96;108;120;144;156;167;178;202;212;223;234;245;256;270;284;292;314;336;337;343;344;345","more than 5 years","less than 1 year",27,"2006_fall",1,7,"P",10,7,3,36,1
"326","ca6",20,1,"Male",1984,"Korean","Korean","English","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","270;284;295;314;338;342","1-2 years","1-2 years",22,"2007_fall",1,22,"Q",13,10,7,46,3.5
"327","ca7",4,0,"Male",1989,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","465;466;467;468;469","more than 5 years","1-2 years",19,"2009_spring",1,13,"Q",16,9,2,43,2.8
"328","ca8",0,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2009_fall",NA,32,"",22,33,15,83,3.5
"329","cb0",19,0,"Female",1970,"Chinese","Chinese","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","523;524;525;526;527;590;591;592;593;594","3-5 years","3-5 years",39,"2009_summer",2,19,"P",23,20,8,69,3.3
"330","cb1",1,0,"Male",1982,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays;other","","","no","","","","no","","2;8;14;20;26;45;56;67;78;89;106;118;130;154","more than 5 years","3-5 years",23,"2006_spring",1,16,"P",16,12,6,51,2.7
"331","cb2",10,0,"Female",1979,"Japanese","Japanese","English","more than 5 years","no","Studied by myself;other","","","no","","","","no","","333;334;337;366;378;476","more than 5 years","none",28,"2008_spring",1,12,"Q",14,11,4,45,2.6
"332","cb3",22,6,"Male",1984,"Chinese","Chinese;Taiwanese;Japanese","English","more than 5 years","no","Studied by myself;other","","","no","","","","no","","96;110;122;144;157;171;182;201;216;231;241;252;260;277;320","more than 5 years","more than 5 years",22,"2006_fall",1,12,"P",10,5,4,35,1.5
"333","cb7",2,1,"Female",1978,"German","German","English","3-5 years","yes","Studied grammar;Studied vocabulary;Teacher corrected my mistakes;Wrote paragrphs/essays","Latin","3-5 years","yes","Studied grammar;Studied vocabulary;Teacher corrected my mistakes;other","","","no","","460;461;464;487;488","3-5 years","less than 1 year",31,"2009_spring",1,23,"Q",10,19,5,51,2.3
"334","cb8",163,19,"Male",1987,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar","","","no","","","","no","","41;52;63;74;85;96;108;120;144;158;169;180;202;215;226;237;248;259;272;283;294;320","3-5 years","none",19,"2006_summer",1,10,"R",8,13,3,40,0
"335","cb9",18,4,"Male",1987,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary","","","no","","","","no","","41;52;63;74;85;96;108;122;144;156;169;182;201","more than 5 years","less than 1 year",19,"2006_summer",1,14,"R",10,16,4,46,1.3
"336","cc1",8,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_fall",2,16,"",20,12,7,58,2.7
"337","cc4",49,1,"Male",1984,"Korean","Korean;English","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs)","German","less than 1 year","yes","Studied vocabulary","","","no","","157;168;178;189;201;216;227;235;246;260;276;287;294;320","1-2 years","less than 1 year",23,"2007_spring",1,6,"R",19,11,7,56,2
"338","cc6",6,1,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,22,"Q",29,19,11,74,4.1
"339","cc7",2,0,"Female",1978,"Thai","Thai;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","205","more than 5 years","none",28,"2007_spring",1,21,"R",15,16,11,61,3.4
"340","cd2",19,0,"Female",1985,"Chinese","Chinese","English","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English;other","Japanese","1-2 years","no","Studied by myself;other","","","no","","485;486;487;488;489","more than 5 years","more than 5 years",23,"2009_spring",1,20,"Q",15,16,8,58,4.3
"341","cd4",1,0,"Male",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2012_summer",1,18,"P",15,12,8,53,2.7
"342","cd6",16,0,"Female",1982,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","44;54;66;76;87;102;114;126;150;175;208","more than 5 years","none",23,"2006_summer",1,13,"R",12,12,10,51,3
"343","cd8",2,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_fall",2,17,"",20,15,2,56,3.8
"344","ce1",0,1,"Female",NA,"Montenegrin","","","","","","","","","","","","","","","","",NA,"2012_spring",1,14,"Q",10,12,1,39,3.2
"345","ce3",19,1,"Female",1980,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","French","1-2 years","no","Studied by myself","","","no","","476;479;502;503;537;538;539;580;581;584","more than 5 years","more than 5 years",28,"2009_spring",1,27,"Q",24,22,8,71,2.3
"346","ce6",4,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_summer",1,9,"Q",13,10,6,45,2.3
"347","ce8",1,0,"Male",1984,"Korean","Korean","English","3-5 years","yes","Studied grammar","Japanese","less than 1 year","yes","Studied grammar;Studied vocabulary","","","no","","845;846;847;858;859","3-5 years","less than 1 year",26,"2011_summer",NA,19,"",13,13,12,57,2.9
"348","cf1",7,0,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_fall",1,20,"",8,14,6,44,2.8
"349","cf2",10,0,"Male",1983,"Thai","Thai","English","3-5 years","no","Studied by myself;other","","","no","","","","no","","376;377;394;395;398;434;440;441;442;443;506;507","3-5 years","less than 1 year",25,"2008_summer",2,19,"P",29,16,13,73,4.3
"350","cf3",2,0,"Female",NA,"Thai","","","","","","","","","","","","","","","","",NA,"2011_fall",1,15,"",19,10,6,53,3.2
"351","cf6",5,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,15,"",10,15,7,48,2.1
"352","cf7",3,1,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_summer",1,23,"R",25,15,11,69,2.9
"353","cg1",16,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_fall",NA,14,"",15,12,4,47,1.7
"354","cg2",8,2,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_summer",1,23,"Q",24,25,7,72,4.6
"355","cg3",27,1,"Female",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2007_summer",1,27,"Q",30,33,17,87,2.8
"356","cg6",7,0,"Male",1971,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Turkish","less than 1 year","yes","Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Turkish","","","no","","45;56;67;89;105;117;129;153;231","more than 5 years","3-5 years",35,"2006_summer",1,18,"R",21,22,7,69,4
"357","cg8",0,0,"Female",1968,"French","French","Korean","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Korean;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","Japanese","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials;Teacher spoke to me in spanish;Studied pronunciation","Spanish","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials;Teacher spoke to me in spanish;Practiced reading aloud;Teacher corrected my mistakes","333;334;337;345;346","less than 1 year","3-5 years",40,"2008_spring",1,23,"Q",18,11,6,53,3.2
"358","ch1",17,7,"Female",1976,"Turkish","Turkish","English","less than 1 year","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","328;329;332;335;420;431;434;504;505","less than 1 year","none",32,"2008_spring",1,13,"Q",9,15,1,41,3
"359","ch2",16,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2008_fall",2,19,"Q",15,17,8,59,2.7
"360","ch4",14,0,"Female",1958,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","French","none","no","Studied by myself","","","no","","385;386;387;388","more than 5 years","3-5 years",22,"2008_summer",2,22,"P",17,18,6,60,3.5
"361","ch5",4,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_summer",1,13,"Q",8,9,3,36,2.6
"362","ch9",1,1,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2008_fall",2,23,"Q",13,10,6,45,3.6
"363","ci0",30,0,"Female",1986,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","Chinese","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","384;385;386;387;388;440;441;444;453;454","more than 5 years","less than 1 year",21,"2008_summer",2,23,"P",22,16,6,63,3.8
"364","ci1",8,2,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_fall",2,28,"",34,28,15,85,4.3
"365","ci2",24,0,"Male",1976,"Chinese","Chinese;Taiwanese;English","Taiwanese","more than 5 years","no","Studied by myself;I lived in a country where they spoke Taiwanese","Japanese","less than 1 year","yes","Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation","","","no","","274;285;296;318;353;354;355;356;357","more than 5 years","less than 1 year",31,"2007_fall",1,17,"Q",18,19,2,58,3.8
"366","ci3",29,1,"Female",1981,"Taiwanese","Chinese;Taiwanese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","99;111;124;147","more than 5 years","less than 1 year",25,"2006_fall",1,15,"P",13,14,5,48,3.5
"367","ci4",8,1,"Female",1993,"Spanish","Spanish","English","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","Italian","less than 1 year","yes","Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Italian;Studied pronunciation;Teacher corrected my mistakes","","","no","","557;558;559;597","more than 5 years","less than 1 year",16,"2009_fall",NA,17,"",6,15,8,45,2.3
"368","ci6",16,7,"Female",1980,"Thai","Thai","English","less than 1 year","no","I lived in a country where they spoke English","","","no","","","","no","","364;365;366;367;368;435;436;437;438;439;518;519;522;531;535;585;589","less than 1 year","less than 1 year",28,"2008_summer",2,12,"P",9,11,5,41,2.5
"369","ci9",10,1,"Female",1969,"Chinese","Chinese;Shanghainese","English","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English","","","no","","","","no","","565;566;569;582;583","more than 5 years","more than 5 years",40,"2009_fall",NA,26,"",19,15,8,61,2.5
"370","cj2",21,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,12,"",18,14,4,55,2.6
"371","cj3",12,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,26,"",29,25,8,78,3.25
"372","cj5",40,2,"Female",19,"Chinese","Chinese;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes","French","less than 1 year","yes","Studied vocabulary;Teacher corrected my mistakes","","none","no","Studied by myself","687;688;705;706;707;749;750;751;752;753;809;810","more than 5 years","less than 1 year",86,"2010_summer",1,22,"Q",21,15,9,64,3.8
"373","cj7",8,0,"Male",1985,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays;other","","","no","","","","no","","508;509;515;516;517;601;612;613;615;616;657;658;666;684;685;719;720;723;735;736","less than 1 year","less than 1 year",23,"2009_spring",1,7,"P",8,0,0,24,1
"374","cj8",75,9,"Male",1983,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Japanese","less than 1 year","yes","Practiced speaking in class","","","no","","328;329;330;331;332;384;385;386;387;388;445;446;447;448;449","more than 5 years","less than 1 year",24,"2008_spring",1,17,"Q",11,19,9,58,2.3
"375","ck0",2,1,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2010_summer",1,26,"Q",26,22,16,80,4.3
