"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age"
"442","co0",86,3,"Male",1977,"Arabic","Arabic;English","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","157;168;179;190;201;215;226;237;248;259;277;288;299;321","1-2 years","3-5 years",29
"443","co1",6,6,"Male",1979,"Turkish","Turkish;Russian;Kazakh","Russian","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Russian;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Kazakh;Studied pronunciation","Kazakh","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Kazakh;Teacher corrected my mistakes","460;461;462;463;464;517;518;519;525;526","none","none",30
"444","co2",11,3,"Male",1979,"Japanese","Japanese","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","217;230;239;250;263;277;288;299;321;363","1-2 years","1-2 years",27
"445","co4",128,6,"Male",1978,"Arabic","Arabic;English","English","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English","French","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","158;169;180;202;217;228;239;250;261;348;349;350;351;352","more than 5 years","none",28
"446","co5",39,3,"Female",1988,"Korean","Korean","Korean","more than 5 years","yes","Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in Korean","English","more than 5 years","yes","Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in English","","","no","","270;281;293;314;338;339;340;341;342;445;446;449;453;454","more than 5 years","less than 1 year",19
"447","co8",109,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"448","co9",0,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"449","cp0",11,0,"Male",1983,"Korean","Korean","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Japanese","1-2 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","510;511;518;519;522;577;578;580;581;584","3-5 years","less than 1 year",26
"450","cp2",8,1,"Female",1976,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Teacher corrected my mistakes","","","no","","","","no","","411;412;414;492;494","more than 5 years","1-2 years",32
"451","cp3",1,0,"Unknown",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"452","cp4",4,2,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"453","cp5",62,3,"Male",1984,"Arabic","Arabic","English","more than 5 years","yes","Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","460;461;464;487;488;518;519;522;526;543;565;566;569;582;583;641;642;647","more than 5 years","more than 5 years",25
"454","cp6",43,3,"Male",1990,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","562;563;564;596;597;632;633;634;635;636;695;696;699","more than 5 years","less than 1 year",19
"455","cp7",3,0,"Male",NA,"Italian","","","","","","","","","","","","","","","","",NA
"456","cp8",6,2,"Male",1979,"Turkish","Turkish","English","1-2 years","yes","Studied grammar;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","217;228;239;261","1-2 years","none",28
"457","cq0",1,0,"Male",1985,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary","","","no","","","","no","","386;387;394;395;398","more than 5 years","none",23
"458","cq1",1,0,"Female",NA,"Spanish","","","","","","","","","","","","","","","","",NA
"459","cq2",2,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"460","cq4",27,0,"Female",1973,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","99;111;123;147;162;173;184;206","more than 5 years","more than 5 years",33
"461","cq6",0,0,"Male",1953,"Spanish","Spanish","French","3-5 years","no","I lived in a country where they spoke French","English","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","157;178;189;201","less than 1 year","less than 1 year",53
"462","cq8",0,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"463","cq9",0,0,"Male",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"464","cr1",20,1,"Male",1974,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","460;461;462;463;464;518;519;522;530;531;579;580;581","less than 1 year","none",34
"465","cr3",5,0,"Male",1988,"Portuguese","Portuguese","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation","","","no","","","","no","","104;116;127;152","3-5 years","none",18
"466","cr4",4,1,"Unknown",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"467","cr8",10,3,"Male",1988,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays;other","","","no","","","","no","","555;556;557;558;564;610;612;613;616;634;674;681;683","less than 1 year","less than 1 year",21
"468","cr9",3,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"469","cs0",24,1,"Male",1983,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays","","","no","","","","no","","555;556;557;558;559;617;618;619;620;621;695;696;697;698;699","more than 5 years","more than 5 years",26
"470","cs1",36,1,"Male",1982,"Thai","Thai","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud","","","no","","","","no","","465;466;467;468;469;523;524;525;526;527","more than 5 years","none",26
"471","cs3",8,0,"Male",1977,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Wrote paragrphs/essays","","","no","","","","no","","104;116;127;152","more than 5 years","less than 1 year",29
"472","cs4",7,0,"Male",1970,"Chinese","English;Japanese","","","","","","","","","","","","","697;755;756;816;856;890;942;946","more than 5 years","more than 5 years",40
"473","cs5",65,3,"Male",1989,"Chinese","Chinese;English","Chinese","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Teacher spoke to me in Chinese;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","562;563;564;596;597;601;612;615;616;623;719;722;734;737;756;917;918;919;920;921","3-5 years","1-2 years",19
"474","cs6",1,0,"Male",1986,"Arabic","Arabic","","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke none","","","no","","","","no","","662;663;664;665;666;708;715;729;731;732;782;783;784;785;786","1-2 years","more than 5 years",24
"475","cs7",71,4,"Female",1988,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","607;618;619;620;631;677;694;696;697;698;749;750;752","more than 5 years","less than 1 year",21
"476","cs8",7,0,"Male",1963,"Other","Slovak","Russian","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","German","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","338;339;340;341;342","1-2 years","1-2 years",44
"477","cs9",5,1,"Male",1976,"Korean","Korean;English","English","more than 5 years","yes","Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Practiced reading aloud","","","no","","","","no","","570;571;574;587;588","more than 5 years","more than 5 years",33
"478","ct0",21,0,"Male",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"479","ct1",9,0,"Female",1973,"Other","Malayalam","Italian","1-2 years","no","I lived in a country where they spoke Italian;other","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation","Hindi","3-5 years","yes","Studied grammar;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes;other","376;377;389;390;393;442","more than 5 years","3-5 years",35
"480","ct4",12,2,"Male",1981,"Arabic","Arabic","English","1-2 years","yes","Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","657;658;659;660;661;724;725;726;727;728;807;808;810;811;812;883;884;885;886;887","1-2 years","less than 1 year",29
"481","ct5",0,1,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA
"482","ct9",2,0,"Female",1972,"Turkish","Turkish","German","1-2 years","no","I learned from my friend who is a native speaker;I lived in a country where they spoke German;other","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","619;623","1-2 years","more than 5 years",37
"483","cu0",8,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"484","cu1",13,0,"Male",1986,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English","","","no","","","","no","","774;775;818;819;820;863;864;873;874;875;952;953;955;956;957","more than 5 years","more than 5 years",24
"485","cu2",33,0,"Unknown",NA,"Spanish","","","","","","","","","","","","","","","","",NA
"486","cu4",13,1,"Male",1987,"Arabic","Arabic;English","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","719;720;723;745;746;792;793;796;809;810;888;889;890;891;892","3-5 years","less than 1 year",23
"487","cu6",33,1,"Female",1988,"Arabic","Arabic;Turkish","Turkish","more than 5 years","no","other","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays;other","","","no","","557;558;559;596;597;724;725;726;727;728;801;802;804;808","3-5 years","1-2 years",21
"488","cu8",25,0,"Female",1991,"Chinese","Chinese","English","3-5 years","no","Studied by myself;I lived in a country where they spoke English","","","no","","","","no","","528;529;530;531;532","3-5 years","1-2 years",18
"489","cu9",15,1,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"490","cv1",6,2,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"491","cv2",9,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
